product_id,type,locale,lang_code,name,description
com.ol1n.duolingocards.deck.food_fruits,One-time product,el-GR,el,Φρούτα,50 εικονογραφημένες κάρτες. Μία αγορά ξεκλειδώνει αυτή τη συλλογή σε 17 γλώσσες και δύο στυλ.
com.ol1n.duolingocards.deck.food_vegetables,One-time product,en-US,en,Vegetables,50 illustrated cards. One purchase unlocks this deck in all 17 languages and both image styles.
com.ol1n.duolingocards.deck.food_vegetables,One-time product,cs-CZ,cs,Zelenina,50 ilustrovaných karet. Jeden nákup odemkne deck ve všech 17 jazycích a v obou stylech obrázků.
com.ol1n.duolingocards.deck.food_vegetables,One-time product,de-DE,de,Gemüse,50 illustrierte Karten. Ein Kauf schaltet dieses Deck in allen 17 Sprachen und beiden Bildstilen frei.
com.ol1n.duolingocards.deck.food_vegetables,One-time product,fr-FR,fr,Légumes verts,50 cartes illustrées. Un seul achat débloque ce jeu dans les 17 langues et les deux styles d'images.
com.ol1n.duolingocards.deck.food_vegetables,One-time product,es-419,es-419,Verdura,50 tarjetas ilustradas. Una compra desbloquea este mazo en los 17 idiomas y en ambos estilos de imagen.
com.ol1n.duolingocards.deck.food_vegetables,One-time product,pt-BR,pt-BR,Verdura,50 cartões ilustrados. Uma compra libera este baralho nos 17 idiomas e nos dois estilos de imagem.
com.ol1n.duolingocards.deck.food_vegetables,One-time product,ru-RU,ru,Овощи,50 карточек с картинками. Одна покупка открывает колоду на всех 17 языках и в обоих стилях.
com.ol1n.duolingocards.deck.food_vegetables,One-time product,tr-TR,tr,Sebze,50 resimli kart. Tek satın alma bu desteyi 17 dilin tamamında ve her iki görsel stilde açar.
com.ol1n.duolingocards.deck.food_vegetables,One-time product,ar,ar,الخضروات,50 بطاقة مصورة. عملية شراء واحدة تفتح هذه المجموعة بجميع اللغات الـ17 وبكلا نمطي الصور.
com.ol1n.duolingocards.deck.food_vegetables,One-time product,iw-IL,he,ירקות,50 כרטיסים מאוירים. רכישה אחת פותחת את החפיסה בכל 17 השפות ובשני סגנונות התמונה.
com.ol1n.duolingocards.deck.food_vegetables,One-time product,hi-IN,hi,सब्जियाँ,50 सचित्र कार्ड। एक खरीद इस डेक को सभी 17 भाषाओं और दोनों चित्र शैलियों में खोल देती है।
com.ol1n.duolingocards.deck.food_vegetables,One-time product,id,id,Sayuran,50 kartu bergambar. Satu pembelian membuka dek ini dalam 17 bahasa dan kedua gaya gambar.
com.ol1n.duolingocards.deck.food_vegetables,One-time product,ja-JP,ja,野菜,イラスト付き50枚のカード。1回の購入で17言語すべてと2つの画像スタイルが使えます。
com.ol1n.duolingocards.deck.food_vegetables,One-time product,ko-KR,ko,채소,그림 카드 50장. 한 번 구매하면 17개 언어와 두 가지 이미지 스타일이 모두 열립니다.
com.ol1n.duolingocards.deck.food_vegetables,One-time product,vi,vi,Rau xanh,50 thẻ có hình. Một lần mua mở khóa bộ thẻ này ở cả 17 ngôn ngữ và hai kiểu hình ảnh.
com.ol1n.duolingocards.deck.food_vegetables,One-time product,zh-CN,zh-CN,蔬菜,50 张图片卡片。一次购买即可解锁全部 17 种语言和两种图片风格。
com.ol1n.duolingocards.deck.food_vegetables,One-time product,el-GR,el,Λαχανικά,50 εικονογραφημένες κάρτες. Μία αγορά ξεκλειδώνει αυτή τη συλλογή σε 17 γλώσσες και δύο στυλ.
com.ol1n.duolingocards.deck.weather,One-time product,en-US,en,Weather,50 illustrated cards. One purchase unlocks this deck in all 17 languages and both image styles.
com.ol1n.duolingocards.deck.weather,One-time product,cs-CZ,cs,Počasí,50 ilustrovaných karet. Jeden nákup odemkne deck ve všech 17 jazycích a v obou stylech obrázků.
com.ol1n.duolingocards.deck.weather,One-time product,de-DE,de,Wetter,50 illustrierte Karten. Ein Kauf schaltet dieses Deck in allen 17 Sprachen und beiden Bildstilen frei.
com.ol1n.duolingocards.deck.weather,One-time product,fr-FR,fr,Météo,50 cartes illustrées. Un seul achat débloque ce jeu dans les 17 langues et les deux styles d'images.
com.ol1n.duolingocards.deck.weather,One-time product,es-419,es-419,Clima,50 tarjetas ilustradas. Una compra desbloquea este mazo en los 17 idiomas y en ambos estilos de imagen.
com.ol1n.duolingocards.deck.weather,One-time product,pt-BR,pt-BR,Clima,50 cartões ilustrados. Uma compra libera este baralho nos 17 idiomas e nos dois estilos de imagem.
com.ol1n.duolingocards.deck.weather,One-time product,ru-RU,ru,Погода,50 карточек с картинками. Одна покупка открывает колоду на всех 17 языках и в обоих стилях.
com.ol1n.duolingocards.deck.weather,One-time product,tr-TR,tr,Hava Durumu,50 resimli kart. Tek satın alma bu desteyi 17 dilin tamamında ve her iki görsel stilde açar.
com.ol1n.duolingocards.deck.weather,One-time product,ar,ar,الطقس,50 بطاقة مصورة. عملية شراء واحدة تفتح هذه المجموعة بجميع اللغات الـ17 وبكلا نمطي الصور.
com.ol1n.duolingocards.deck.weather,One-time product,iw-IL,he,מזג האווירה,50 כרטיסים מאוירים. רכישה אחת פותחת את החפיסה בכל 17 השפות ובשני סגנונות התמונה.
com.ol1n.duolingocards.deck.weather,One-time product,hi-IN,hi,मौसम,50 सचित्र कार्ड। एक खरीद इस डेक को सभी 17 भाषाओं और दोनों चित्र शैलियों में खोल देती है।
com.ol1n.duolingocards.deck.weather,One-time product,id,id,Cuaca,50 kartu bergambar. Satu pembelian membuka dek ini dalam 17 bahasa dan kedua gaya gambar.
com.ol1n.duolingocards.deck.weather,One-time product,ja-JP,ja,天気,イラスト付き50枚のカード。1回の購入で17言語すべてと2つの画像スタイルが使えます。
com.ol1n.duolingocards.deck.weather,One-time product,ko-KR,ko,날씨,그림 카드 50장. 한 번 구매하면 17개 언어와 두 가지 이미지 스타일이 모두 열립니다.
com.ol1n.duolingocards.deck.weather,One-time product,vi,vi,Thời tiết,50 thẻ có hình. Một lần mua mở khóa bộ thẻ này ở cả 17 ngôn ngữ và hai kiểu hình ảnh.
com.ol1n.duolingocards.deck.weather,One-time product,zh-CN,zh-CN,天气,50 张图片卡片。一次购买即可解锁全部 17 种语言和两种图片风格。
com.ol1n.duolingocards.deck.weather,One-time product,el-GR,el,Καιρός,50 εικονογραφημένες κάρτες. Μία αγορά ξεκλειδώνει αυτή τη συλλογή σε 17 γλώσσες και δύο στυλ.
